Paralogue_Pair1,RCC_scA,RCC_scB,Duplication type1,9_Supercluster_Class,36_RCC_Class,scA_RCC-u?,scB_RCC-u?,Morphological Differentiation2,Ka,Ks,Ka/Ks,scA_Orthogroup3,scB_paralogue3,scA_Orthogroup_rank3,scB_Orthogroup_rank3,Pair_Orthogroup_rank,scA_subgenome4,scB_subgenome4
AT1G55928/AT2G27280,AT1G55928,AT2G27280,Transposed<16MYA,1,1,no,no,NA,0.27512978,0.400115559,0.687625797,NA,NA,NA,NA,NA,?,?
AT1G56200/AT1G30475,AT1G56200,AT1G30475,Transposed<16MYA,3,3,yes,no,NA,0.409117076,1.235055296,0.331254056,NA,NA,NA,NA,NA,?,?
AT1G56360/AT4G36350,AT1G56360,AT4G36350,Transposed<16MYA,1,1,no,no,NA,0.078663931,0.615910935,0.127719653,NA,NA,NA,NA,NA,?,?
AT1G56380/AT1G61960,AT1G56380,AT1G61960,Transposed<16MYA,1,1,no,no,NA,0.402347361,0.502498499,0.800693657,NA,NA,NA,NA,NA,?,?
AT1G56385/AT4G16195,AT1G56385,AT4G16195,Transposed<16MYA,0,0,no,no,NA,0.833325332,1.572501731,0.529936035,NA,NA,NA,NA,NA,?,?
AT1G56400/AT5G54820,AT1G56400,AT5G54820,Transposed<16MYA,0,0,no,no,NA,0.365085239,0.695503659,0.524922097,NA,NA,NA,NA,NA,?,?
AT1G56550/AT4G01220,AT1G56550,AT4G01220,Transposed<16MYA,3,4,no,no,NA,0.128295864,0.507056397,0.253020896,NA,ORTHO004010,NA,5908,5908,?,?
AT1G56620/AT5G24370,AT1G56620,AT5G24370,Transposed<16MYA,0,0,no,no,NA,0.855845332,1.425936672,0.600198696,NA,NA,NA,NA,NA,?,?
AT1G56650/AT1G66370,AT1G56650,AT1G66370,Transposed<16MYA,2,2,no,no,NA,0.168261889,0.632896516,0.265860033,NA,NA,NA,NA,NA,?,?
AT1G56680/AT2G43600,AT1G56680,AT2G43600,Transposed<16MYA,2,3,no,no,NA,0.290003347,0.952750106,0.304385531,NA,NA,NA,NA,NA,?,?
AT1G57570/AT1G61230,AT1G57570,AT1G61230,Transposed<16MYA,2,3,no,no,NA,0.214194873,0.433356387,0.494269565,NA,NA,NA,NA,NA,?,?
AT1G57630/AT3G44630,AT1G57630,AT3G44630,Transposed<16MYA,2,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G57650/AT5G11250,AT1G57650,AT5G11250,Transposed<16MYA,2,2,no,no,NA,0.677418078,0.639615607,1.059101859,NA,NA,NA,NA,NA,?,?
AT1G57690/AT3G18150,AT1G57690,AT3G18150,Transposed<16MYA,0,0,no,no,NA,0.915629262,0.777747241,1.177283844,NA,NA,NA,NA,NA,?,?
AT1G57730/AT2G24480,AT1G57730,AT2G24480,Transposed<16MYA,0,0,no,no,NA,0.83114777,0.918787814,0.904613401,NA,NA,NA,NA,NA,?,?
AT1G57750/AT5G52320,AT1G57750,AT5G52320,Transposed<16MYA,1,1,no,no,NA,0.230235757,0.927984449,0.248103034,NA,NA,NA,NA,NA,?,?
AT1G57906/AT2G17690,AT1G57906,AT2G17690,Transposed<16MYA,0,0,no,no,NA,0.493958531,0.575353824,0.858530021,NA,NA,NA,NA,NA,?,?
AT1G58030/AT3G03720,AT1G58030,AT3G03720,Transposed<16MYA,2,2,yes,no,NA,0.309982335,1.301154675,0.238236346,ORTHO000938,ORTHO000938,2903,2903,2903,?,?
AT1G58100/AT3G45150,AT1G58100,AT3G45150,Transposed<16MYA,3,1,yes,no,NA,1.310249022,0.646700216,2.026053169,ORTHO007769,NA,4517,NA,4517,?,?
AT1G58110/AT4G06598,AT1G58110,AT4G06598,Transposed<16MYA,3,3,yes,no,NA,0.508842043,1.107797796,0.459327545,ORTHO003602,NA,4605,NA,4605,?,?
AT1G58270/AT3G20360,AT1G58270,AT3G20360,Transposed<16MYA,3,3,yes,no,NA,0.707885059,1.249047425,0.566739937,NA,NA,NA,NA,NA,?,?
AT1G58320/AT1G68630,AT1G58320,AT1G68630,Transposed<16MYA,3,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G58360/AT5G49630,AT1G58360,AT5G49630,Transposed<16MYA,3,3,no,no,NA,0.194223087,2.657073203,0.073096626,NA,NA,NA,NA,NA,?,?
AT1G58380/AT1G59359,AT1G58380,AT1G59359,Transposed<16MYA,1,1,yes,no,NA,0.00157027,0.09956602,0.015771145,ORTHO001364,ORTHO001364,4570,4570,4570,?,?
AT1G59560/AT1G63900,AT1G59560,AT1G63900,Transposed<16MYA,2,2,no,yes,NA,0.254475724,0.684147165,0.371960503,NA,ORTHO009425,NA,6348,6348,?,?
AT1G59620/AT1G58390,AT1G59620,AT1G58390,Transposed<16MYA,1,1,no,no,NA,2.030577689,0.838045155,2.422993173,NA,NA,NA,NA,NA,?,?
AT1G59675/AT4G09190,AT1G59675,AT4G09190,Transposed<16MYA,0,0,no,no,NA,0.614312635,0.369148155,1.664135734,NA,NA,NA,NA,NA,?,?
AT1G59690/AT1G50870,AT1G59690,AT1G50870,Transposed<16MYA,0,0,no,no,NA,1.151210498,0.323281462,3.561016117,NA,NA,NA,NA,NA,?,?
AT1G60090/AT4G22100,AT1G60090,AT4G22100,Transposed<16MYA,0,0,no,no,NA,0.134380879,0.42205459,0.318396915,ORTHO000353_1,ORTHO000353_1,9029,9029,9029,?,?
AT1G60320/AT1G09665,AT1G60320,AT1G09665,Transposed<16MYA,0,0,no,no,NA,0.206736444,1.221991933,0.169179877,NA,NA,NA,NA,NA,?,?
AT1G60370/AT2G31470,AT1G60370,AT2G31470,Transposed<16MYA,0,0,no,no,NA,0.61181658,0.828937111,0.738073579,NA,NA,NA,NA,NA,?,?
AT1G60570/AT1G19930,AT1G60570,AT1G19930,Transposed<16MYA,0,0,no,no,NA,0.250236127,0.160413265,1.559946601,NA,NA,NA,NA,NA,?,?
AT1G61060/AT2G31470,AT1G61060,AT2G31470,Transposed<16MYA,0,0,no,no,NA,0.577532286,0.738972561,0.781534142,NA,NA,NA,NA,NA,?,?
AT1G61150/AT4G09300,AT1G61150,AT4G09300,Transposed<16MYA,3,3,yes,no,NA,0.2770694,0.997666234,0.277717528,ORTHO006460,NA,753,NA,753,?,?
AT1G61270/AT3G01760,AT1G61270,AT3G01760,Transposed<16MYA,2,2,no,no,NA,0.087613985,0.459622023,0.190621816,NA,NA,NA,NA,NA,?,?
AT1G61280/AT2G39445,AT1G61280,AT2G39445,Transposed<16MYA,2,2,no,no,NA,0.173354936,0.420998168,0.411771235,ORTHO006593,ORTHO006593,8423,8423,8423,?,?
AT1G61470/AT3G44240,AT1G61470,AT3G44240,Transposed<16MYA,1,1,no,no,NA,0.416670637,1.801412485,0.231302181,NA,NA,NA,NA,NA,?,?
AT1G61670/AT1G10980,AT1G61670,AT1G10980,Transposed<16MYA,3,3,yes,no,NA,0.333020648,1.092185516,0.304912163,ORTHO000468_3,NA,5345,NA,5345,?,?
AT1G61730/AT2G01370,AT1G61730,AT2G01370,Transposed<16MYA,1,1,yes,no,NA,0.587956976,1.268389516,0.46354607,NA,NA,NA,NA,NA,?,?
AT1G61730/AT4G00610,AT1G61730,AT4G00610,Transposed<16MYA,1,1,yes,no,NA,0.730066571,1.091075915,0.669125366,NA,NA,NA,NA,NA,?,?
AT1G61730/AT1G44810,AT1G61730,AT1G44810,Transposed<16MYA,2,3,yes,yes,NA,0.360505915,0.573575052,0.628524399,NA,NA,NA,NA,NA,?,?
AT1G61730/AT1G66420,AT1G61730,AT1G66420,Transposed<16MYA,3,3,yes,no,NA,0.561411183,0.742998337,0.755602206,NA,NA,NA,NA,NA,?,?
AT1G61730/AT4G00390,AT1G61730,AT4G00390,Transposed<16MYA,3,3,yes,no,NA,0.138684298,0.219953851,0.630515432,NA,NA,NA,NA,NA,?,?
AT1G62020/AT2G21390,AT1G62020,AT2G21390,Transposed<16MYA,2,2,yes,yes,NA,0.032921075,0.404530793,0.081380888,ORTHO000921,ORTHO000921,5154,5154,5154,?,?
AT1G62130/AT4G24860,AT1G62130,AT4G24860,Transposed<16MYA,2,3,no,no,NA,0.267120981,0.241100432,1.107924108,NA,NA,NA,NA,NA,?,?
AT1G62190/AT4G27030,AT1G62190,AT4G27030,Transposed<16MYA,3,3,no,no,NA,0.148774378,0.371594905,0.40036711,NA,ORTHO006720,NA,6937,6937,?,?
AT1G62200/AT2G02020,AT1G62200,AT2G02020,Transposed<16MYA,3,3,no,no,NA,0.14971655,0.548459519,0.272976483,NA,NA,NA,NA,NA,?,?
AT1G62260/AT1G56690,AT1G62260,AT1G56690,Transposed<16MYA,2,2,no,no,NA,0.684605019,1.157495629,0.591453653,ORTHO001317,NA,7162,NA,7162,?,?
AT1G62350/AT3G46870,AT1G62350,AT3G46870,Transposed<16MYA,3,2,no,no,NA,0.611266546,2.7418797,0.222937041,ORTHO006488,ORTHO009374,8175,6682,NA,?,?
AT1G62490/AT1G61960,AT1G62490,AT1G61960,Transposed<16MYA,2,2,no,no,NA,0.25282972,0.32155794,0.786264895,NA,NA,NA,NA,NA,?,?
AT1G62610/AT3G55290,AT1G62610,AT3G55290,Transposed<16MYA,2,3,no,no,NA,0.080208536,0.450035707,0.178227049,ORTHO002819,ORTHO002819,7597,7597,7597,?,?
AT1G62810/AT3G43670,AT1G62810,AT3G43670,Transposed<16MYA,3,3,no,no,NA,0.137115922,0.894364857,0.153310946,ORTHO000297,ORTHO000297,8320,8320,8320,?,?
AT1G62900/AT1G63140,AT1G62900,AT1G63140,Transposed<16MYA,0,0,no,no,NA,0.004846544,0,NA,NA,NA,NA,NA,NA,?,?
AT1G62920/AT5G38650,AT1G62920,AT5G38650,Transposed<16MYA,1,1,no,no,NA,2.093497784,0.897585166,2.332366736,NA,ORTHO003943,NA,4212,4212,?,?
AT1G63230/AT1G63630,AT1G63230,AT1G63630,Transposed<16MYA,1,1,no,no,NA,0.081479193,0.172559115,0.472181335,NA,NA,NA,NA,NA,?,?
AT1G63230/AT3G17370,AT1G63230,AT3G17370,Transposed<16MYA,1,1,no,no,NA,0.435852089,0.655256515,0.665162541,NA,NA,NA,NA,NA,?,?
AT1G64760/AT5G18220,AT1G64760,AT5G18220,Transposed<16MYA,3,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G64810/AT5G57930,AT1G64810,AT5G57930,Transposed<16MYA,2,2,no,no,NA,0.594374934,1.746048134,0.34041154,ORTHO009402,ORTHO008297,5560,7310,NA,?,?
AT1G64830/AT5G33340,AT1G64830,AT5G33340,Transposed<16MYA,1,1,no,no,NA,0.246494773,1.175284236,0.20973205,ORTHO000620,ORTHO000620,9172,9172,9172,?,?
AT1G64840/AT2G24250,AT1G64840,AT2G24250,Transposed<16MYA,3,3,no,no,NA,0.236285345,0.408096885,0.578993258,NA,NA,NA,NA,NA,?,?
AT1G64870/AT5G11220,AT1G64870,AT5G11220,Transposed<16MYA,0,0,no,no,NA,0.220457875,0.626809039,0.351714576,NA,NA,NA,NA,NA,?,?
AT1G64900/AT2G12190,AT1G64900,AT2G12190,Transposed<16MYA,1,1,no,no,NA,0.076149034,0.667899195,0.114012765,NA,NA,NA,NA,NA,?,?
AT1G64900/AT5G61320,AT1G64900,AT5G61320,Transposed<16MYA,1,1,no,no,NA,0.184601549,1.045243447,0.176611056,NA,NA,NA,NA,NA,?,?
AT1G65050/AT3G22080,AT1G65050,AT3G22080,Transposed<16MYA,0,0,no,no,NA,0.56838126,0.585771824,0.970311709,NA,NA,NA,NA,NA,?,?
AT1G65150/AT3G22080,AT1G65150,AT3G22080,Transposed<16MYA,1,1,no,no,NA,0.479591492,1.007633473,0.475958277,NA,NA,NA,NA,NA,?,?
AT1G65210/AT4G38030,AT1G65210,AT4G38030,Transposed<16MYA,0,0,no,no,NA,0.130161783,0.148778109,0.874871871,NA,NA,NA,NA,NA,?,?
AT1G65280/AT5G22080,AT1G65280,AT5G22080,Transposed<16MYA,2,2,yes,yes,NA,1.398060098,0.821134354,1.702596038,ORTHO006109,ORTHO007261,8827,5211,NA,?,?
AT1G65340/AT5G52320,AT1G65340,AT5G52320,Transposed<16MYA,1,1,no,no,NA,0.108601143,0.410460622,0.264583586,NA,NA,NA,NA,NA,?,?
AT1G65360/AT3G66656,AT1G65360,AT3G66656,Transposed<16MYA,0,0,no,no,NA,0.882637664,1.665919297,0.529820181,NA,NA,NA,NA,NA,?,?
AT1G65390/AT5G45080,AT1G65390,AT5G45080,Transposed<16MYA,2,2,no,no,NA,0.518578473,1.442789457,0.359427684,NA,NA,NA,NA,NA,?,?
AT1G65440/AT1G63210,AT1G65440,AT1G63210,Transposed<16MYA,3,3,yes,no,NA,0.147663748,0.531449693,0.277850849,ORTHO002609,ORTHO002609,8623,8623,8623,?,?
AT1G65550/AT5G25420,AT1G65550,AT5G25420,Transposed<16MYA,1,1,no,no,NA,0.066512539,0.242476597,0.274304983,NA,NA,NA,NA,NA,?,?
AT1G65650/AT5G16310,AT1G65650,AT5G16310,Transposed<16MYA,3,3,yes,no,NA,0.211388364,1.929149639,0.109575929,ORTHO004708,NA,5899,NA,5899,?,?
AT1G65850/AT3G44630,AT1G65850,AT3G44630,Transposed<16MYA,2,2,no,no,NA,0.345872177,0.72010767,0.480306197,NA,NA,NA,NA,NA,?,?
AT1G65860/AT1G62540,AT1G65860,AT1G62540,Transposed<16MYA,1,1,no,no,NA,0.099796146,0.436224599,0.228772395,ORTHO000752,ORTHO000752,8911,8911,8911,?,?
AT1G65930/AT1G54340,AT1G65930,AT1G54340,Transposed<16MYA,3,3,yes,yes,NA,0.101012464,2.288785918,0.044133645,ORTHO000652_2,ORTHO000652_2,1358,1358,1358,?,?
AT1G65970/AT1G60740,AT1G65970,AT1G60740,Transposed<16MYA,2,3,no,no,NA,0.008082701,0.146329525,0.055236294,ORTHO006535,NA,4410,NA,4410,?,?
AT1G65985/AT3G60470,AT1G65985,AT3G60470,Transposed<16MYA,1,1,no,no,NA,0.715061076,1.294418293,0.552418858,NA,NA,NA,NA,NA,?,B
AT1G66020/AT4G20200,AT1G66020,AT4G20200,Transposed<16MYA,1,1,no,no,NA,0.14447851,0.400549378,0.360700871,NA,NA,NA,NA,NA,?,?
AT1G66030/AT2G23180,AT1G66030,AT2G23180,Transposed<16MYA,3,2,no,no,NA,0.661077123,0.51625927,1.280513805,NA,NA,NA,NA,NA,?,?
AT1G66090/AT1G63730,AT1G66090,AT1G63730,Transposed<16MYA,2,2,no,no,NA,0.31718518,0.325537612,0.974342652,NA,NA,NA,NA,NA,?,?
AT1G66150/AT3G23650,AT1G66150,AT3G23650,Transposed<16MYA,1,1,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G66530/AT4G26300,AT1G66530,AT4G26300,Transposed<16MYA,2,2,no,yes,NA,0.066509796,0.266224278,0.249826187,ORTHO002986,ORTHO002986,2769,2769,2769,?,?
AT1G66540/AT4G37360,AT1G66540,AT4G37360,Transposed<16MYA,1,1,no,no,NA,0.123349802,0.51972763,0.237335472,NA,NA,NA,NA,NA,?,?
AT1G66570/AT5G06170,AT1G66570,AT5G06170,Transposed<16MYA,1,0,no,no,NA,0.057698206,0.328717055,0.175525441,NA,NA,NA,NA,NA,?,?
AT1G66750/AT1G73690,AT1G66750,AT1G73690,Transposed<16MYA,2,2,no,no,NA,0.23852691,1.626951375,0.146609735,ORTHO003218,ORTHO003218,1634,1634,1634,?,?
AT1G66760/AT1G64820,AT1G66760,AT1G64820,Transposed<16MYA,3,3,no,no,NA,0.372572927,1.25874739,0.29598705,NA,NA,NA,NA,NA,?,?
AT1G66770/AT4G10850,AT1G66770,AT4G10850,Transposed<16MYA,1,1,no,no,NA,0.143870847,0.520624633,0.276342758,NA,ORTHO003749,NA,4417,4417,?,?
AT1G66800/AT1G09480,AT1G66800,AT1G09480,Transposed<16MYA,3,3,yes,no,NA,0.223636514,0.54552055,0.409950669,NA,NA,NA,NA,NA,?,?
AT1G66960/AT1G78970,AT1G66960,AT1G78970,Transposed<16MYA,1,1,no,no,NA,0.152933156,0.706823896,0.216366703,NA,NA,NA,NA,NA,?,?
AT1G67130/AT1G33020,AT1G67130,AT1G33020,Transposed<16MYA,0,0,no,no,NA,0.422506086,0.371908511,1.136048448,NA,NA,NA,NA,NA,?,?
AT1G67150/AT3G60470,AT1G67150,AT3G60470,Transposed<16MYA,1,1,no,no,NA,0.557431636,1.145187667,0.486760077,NA,NA,NA,NA,NA,?,B
AT1G67160/AT3G03726,AT1G67160,AT3G03726,Transposed<16MYA,0,0,no,no,NA,0.348976506,0.369427154,0.944642272,NA,NA,NA,NA,NA,?,?
AT1G67390/AT1G78470,AT1G67390,AT1G78470,Transposed<16MYA,1,1,no,no,NA,0.440237831,0.65156234,0.675664942,NA,NA,NA,NA,NA,?,?
AT1G67400/AT3G43400,AT1G67400,AT3G43400,Transposed<16MYA,1,1,no,no,NA,0.184067019,0.255296572,0.72099291,NA,NA,NA,NA,NA,?,?
AT1G67560/AT3G45140,AT1G67560,AT3G45140,Transposed<16MYA,1,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G67890/AT5G49470,AT1G67890,AT5G49470,Transposed<16MYA,2,2,yes,no,NA,0.097323081,0.408619296,0.238175441,ORTHO001304,ORTHO001304,1075,1075,1075,?,B
AT1G67940/AT1G27940,AT1G67940,AT1G27940,Transposed<16MYA,1,1,no,no,NA,NA,NA,NA,ORTHO006216,NA,3853,NA,3853,?,?
AT1G68560/AT3G45940,AT1G68560,AT3G45940,Transposed<16MYA,1,1,no,no,NA,0.094828834,0.634492857,0.14945611,ORTHO000622_1,ORTHO000622_1,4116,4116,4116,?,?
AT1G69250/AT3G55540,AT1G69250,AT3G55540,Transposed<16MYA,1,1,yes,no,NA,0.97500383,0.830799655,1.173572743,NA,NA,NA,NA,NA,?,?
AT1G69730/AT1G79680,AT1G69730,AT1G79680,Transposed<16MYA,0,0,no,no,NA,0.215741788,0.526428295,0.409821793,NA,NA,NA,NA,NA,?,?
AT1G69770/AT4G19020,AT1G69770,AT4G19020,Transposed<16MYA,2,3,no,no,NA,0.597040833,1.075287402,0.555238378,ORTHO000908_1,NA,4784,NA,4784,?,?
AT1G69940/AT5G07410,AT1G69940,AT5G07410,Transposed<16MYA,0,0,no,no,NA,0.014615301,0.105547933,0.138470743,NA,NA,NA,NA,NA,?,?
AT1G70060/AT5G35610,AT1G70060,AT5G35610,Transposed<16MYA,1,1,yes,no,NA,NA,NA,NA,ORTHO000665,NA,708,NA,708,?,?
AT1G70080/AT5G44630,AT1G70080,AT5G44630,Transposed<16MYA,1,1,no,no,NA,0.432059411,1.359599384,0.317784353,NA,NA,NA,NA,NA,?,?
AT1G70190/AT2G03130,AT1G70190,AT2G03130,Transposed<16MYA,3,3,yes,no,NA,0.300854964,0.377437372,0.797099031,ORTHO008680,NA,6688,NA,6688,?,?
AT1G70320/AT1G55860,AT1G70320,AT1G55860,Transposed<16MYA,3,3,yes,no,NA,0.028974762,0.118362331,0.244797158,ORTHO001059,ORTHO001059,5918,5918,5918,?,?
AT1G70550/AT5G19170,AT1G70550,AT5G19170,Transposed<16MYA,3,3,no,no,NA,0.618934688,1.477766858,0.418831079,ORTHO000560,NA,89,NA,89,?,?
AT1G70770/AT3G11880,AT1G70770,AT3G11880,Transposed<16MYA,3,3,yes,yes,NA,0.284891921,0.360951363,0.789280634,ORTHO001839,NA,562,NA,562,?,?
AT1G70980/AT5G56680,AT1G70980,AT5G56680,Transposed<16MYA,2,2,yes,yes,NA,0.090013255,0.257199102,0.349974998,ORTHO000536_2,ORTHO000536_2,7363,7363,7363,?,?
AT1G71190/AT5G11870,AT1G71190,AT5G11870,Transposed<16MYA,3,3,yes,no,NA,0.493772325,1.68626967,0.292819312,ORTHO009409,NA,8590,NA,8590,?,?
AT1G71680/AT1G24400,AT1G71680,AT1G24400,Transposed<16MYA,2,2,no,no,NA,0.336156762,1.797771203,0.186985285,NA,NA,NA,NA,NA,?,B
AT1G71850/AT4G24320,AT1G71850,AT4G24320,Transposed<16MYA,3,2,no,no,NA,0.656345866,1.454105487,0.451374314,NA,NA,NA,NA,NA,?,?
AT1G72270/AT4G27010,AT1G72270,AT4G27010,Transposed<16MYA,2,2,no,no,NA,0.147451986,0.240385736,0.613397401,ORTHO004413,ORTHO004413,8782,8782,8782,?,?
AT1G72370/AT3G04770,AT1G72370,AT3G04770,Transposed<16MYA,3,3,yes,no,NA,0.320056382,1.247317221,0.256595818,ORTHO001249,NA,1968,NA,1968,?,?
AT1G72490/AT1G19115,AT1G72490,AT1G19115,Transposed<16MYA,3,3,no,no,NA,0.618642394,1.114358074,0.555155842,ORTHO002409,NA,883,NA,883,?,?
AT1G72510/AT2G09970,AT1G72510,AT2G09970,Transposed<16MYA,3,3,yes,no,NA,0.061974198,0.211925229,0.292434265,ORTHO006138,NA,1422,NA,1422,?,?
AT1G72800/AT1G48920,AT1G72800,AT1G48920,Transposed<16MYA,3,3,yes,no,NA,0.848477138,0.640767159,1.324158278,NA,NA,NA,NA,NA,?,B
AT1G72850/AT4G09420,AT1G72850,AT4G09420,Transposed<16MYA,1,1,no,no,NA,0.288246501,0.656229847,0.439246252,NA,NA,NA,NA,NA,?,?
AT1G72850/AT5G48780,AT1G72850,AT5G48780,Transposed<16MYA,3,3,no,no,NA,0.720273635,0.981877445,0.733567757,NA,NA,NA,NA,NA,?,?
AT1G73100/AT2G05900,AT1G73100,AT2G05900,Transposed<16MYA,1,1,no,no,NA,0.481397475,0.543146061,0.886313111,ORTHO000785,NA,5795,NA,5795,?,?
AT1G73440/AT4G00140,AT1G73440,AT4G00140,Transposed<16MYA,1,1,no,no,NA,0.854785473,1.32707946,0.644110243,ORTHO009609,NA,7046,NA,7046,?,?
AT1G73500/AT3G06230,AT1G73500,AT3G06230,Transposed<16MYA,1,1,yes,no,NA,0.295556875,2.171022385,0.136137185,ORTHO002730,NA,6344,NA,6344,?,?
AT1G73610/AT1G23500,AT1G73610,AT1G23500,Transposed<16MYA,2,2,no,no,NA,0.214666572,0.763427019,0.281188072,NA,NA,NA,NA,NA,?,?
AT1G73790/AT4G09550,AT1G73790,AT4G09550,Transposed<16MYA,3,3,yes,no,NA,0.117239985,0.78089603,0.150135205,NA,ORTHO006022,NA,6408,6408,?,?
AT1G73870/AT5G57180,AT1G73870,AT5G57180,Transposed<16MYA,1,1,no,no,NA,1.15910088,2.410566198,0.480841755,NA,ORTHO004815,NA,1108,1108,?,?
AT1G73940/AT5G49410,AT1G73940,AT5G49410,Transposed<16MYA,3,3,yes,no,NA,0.683470683,1.957425559,0.349168161,NA,ORTHO011167,NA,9168,9168,?,?
AT1G74310/AT4G14670,AT1G74310,AT4G14670,Transposed<16MYA,1,1,no,no,NA,0.181399197,0.627168499,0.289235185,NA,NA,NA,NA,NA,?,?
AT1G75335/AT5G60030,AT1G75335,AT5G60030,Transposed<16MYA,2,2,no,no,NA,0.123135517,0.290871927,0.423332422,NA,NA,NA,NA,NA,?,?
AT1G75500/AT3G53210,AT1G75500,AT3G53210,Transposed<16MYA,4,4,no,no,NA,0.386544883,1.953249988,0.197898316,ORTHO003032,NA,397,NA,397,?,?
AT1G75750/AT2G18420,AT1G75750,AT2G18420,Transposed<16MYA,3,3,yes,no,NA,0.216024482,0.670887699,0.321997976,NA,NA,NA,NA,NA,?,?
AT1G76810/AT1G76720,AT1G76810,AT1G76720,Transposed<16MYA,3,3,yes,no,NA,0.084673248,0.21910635,0.386448169,ORTHO002064,ORTHO002064,7509,7509,7509,?,?
AT1G76810/AT2G27700,AT1G76810,AT2G27700,Transposed<16MYA,3,3,yes,no,NA,0.175004621,0.158431964,1.104604247,ORTHO002064,ORTHO002064,7509,7509,7509,?,?
AT1G76830/AT3G04660,AT1G76830,AT3G04660,Transposed<16MYA,1,1,no,no,NA,0.829048295,1.183493537,0.700509355,NA,NA,NA,NA,NA,?,?
AT1G76840/AT1G76740,AT1G76840,AT1G76740,Transposed<16MYA,1,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G77080/AT5G65050,AT1G77080,AT5G65050,Transposed<16MYA,2,2,yes,yes,NA,0.130981031,0.15848182,0.826473539,NA,NA,NA,NA,NA,?,?
AT1G77220/AT1G23070,AT1G77220,AT1G23070,Transposed<16MYA,3,3,no,no,NA,0.591352301,1.656077339,0.357080124,ORTHO000833_2,ORTHO010450,4223,8661,NA,?,?
AT1G77510/AT3G62510,AT1G77510,AT3G62510,Transposed<16MYA,3,3,yes,no,NA,2.593873677,0.197767234,13.11579082,ORTHO001789,NA,1641,NA,1641,?,?
AT1G77570/AT4G13980,AT1G77570,AT4G13980,Transposed<16MYA,2,2,no,yes,NA,2.140442827,0.405805656,5.274551493,NA,ORTHO005406,NA,3817,3817,?,?
AT1G77650/AT3G22650,AT1G77650,AT3G22650,Transposed<16MYA,0,0,no,no,NA,0.430863548,0.838685485,0.513736741,NA,NA,NA,NA,NA,?,?
AT1G77815/AT2G33160,AT1G77815,AT2G33160,Transposed<16MYA,2,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G77960/AT1G28630,AT1G77960,AT1G28630,Transposed<16MYA,3,2,no,no,NA,0.860668075,0.999270701,0.861296217,NA,NA,NA,NA,NA,?,?
AT1G78140/AT2G41040,AT1G78140,AT2G41040,Transposed<16MYA,3,3,yes,no,NA,0.543353194,3.07371312,0.176774205,NA,ORTHO007310,NA,5584,5584,?,?
AT1G78480/AT1G78970,AT1G78480,AT1G78970,Transposed<16MYA,3,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G78710/AT2G30900,AT1G78710,AT2G30900,Transposed<16MYA,3,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G79570/AT3G46920,AT1G79570,AT3G46920,Transposed<16MYA,3,3,no,no,NA,0.894577496,1.659131896,0.539184075,ORTHO001230,ORTHO003668,4258,2869,NA,?,?
AT1G80070/AT4G38780,AT1G80070,AT4G38780,Transposed<16MYA,3,3,yes,no,NA,0.03299525,0.531830066,0.062040964,ORTHO002280,ORTHO002280,8001,8001,8001,?,?
AT1G80245/AT4G00695,AT1G80245,AT4G00695,Transposed<16MYA,3,3,no,no,NA,0.120219258,0.253700677,0.473862582,NA,NA,NA,NA,NA,?,?
AT1G80840/AT3G32090,AT1G80840,AT3G32090,Transposed<16MYA,1,1,yes,no,NA,0.779397958,0.629932739,1.237271711,ORTHO001255,NA,302,NA,302,?,?
AT1G80930/AT1G52325,AT1G80930,AT1G52325,Transposed<16MYA,3,3,yes,no,NA,2.971300803,0.283873289,10.4669968,ORTHO002999,NA,6508,NA,6508,?,?
AT1G80960/AT3G60790,AT1G80960,AT3G60790,Transposed<16MYA,3,2,no,no,NA,0.480001307,1.073397491,0.447179457,NA,NA,NA,NA,NA,?,?
AT1G80980/AT1G80700,AT1G80980,AT1G80700,Transposed<16MYA,2,2,no,no,NA,0.001993357,0.021793301,0.091466486,ORTHO006646,ORTHO006646,7212,7212,7212,?,?
AT2G01250/AT3G13580,AT2G01250,AT3G13580,Transposed<16MYA,3,3,yes,yes,NA,0.07055728,1.856142235,0.038012863,ORTHO001208,ORTHO001208,3052,3052,3052,?,?
AT2G01470/AT5G50550,AT2G01470,AT5G50550,Transposed<16MYA,1,1,yes,no,NA,0.132046339,0.284905416,0.463474302,ORTHO005576,ORTHO005576,5687,5687,5687,?,?
AT2G01470/AT5G50650,AT2G01470,AT5G50650,Transposed<16MYA,1,1,yes,no,NA,0.132046339,0.284905416,0.463474302,ORTHO005576,ORTHO005576,5687,5687,5687,?,?
